# Start time 1448930029555
1010,1070.30
2011,5349.00
3011,8603.00
4010,9454.45
5020,11985.15
6011,14522.70
7001,14976.77
8011,14289.11
9010,14241.24
10001,14733.33
11092,11658.11
12011,14891.19
13011,16149.00
14011,14750.00
15000,16273.00
16020,17145.10
17021,14079.92
18010,10307.38
19020,6729.70
20020,6403.00
21020,4172.00
22010,2112.12
23011,2186.81
24010,2180.18
25021,2190.90
26011,2203.03
27011,2157.00
28011,2185.00
29011,2164.00
30011,2193.00
31010,2130.13
32010,2189.19
33011,2177.00
34010,2245.25
35020,2079.21
36010,2191.92
37020,2117.82
38010,2217.39
39010,2171.00
40021,2186.94
41010,2148.63
42020,2168.32
43011,2161.45
44010,2199.20
45020,2228.71
46011,2163.64
47010,2133.13
48020,2164.36
49010,2215.15
50020,2243.56
51011,2145.31
52011,2187.00
53010,2161.16
54021,2154.30
55011,2182.83
56010,2209.21
57010,2079.00
58020,2200.99
59021,2162.84
60010,2179.98
# End time 1448930089579
# Peak R/S: 17145.10
# Average R/S: 5442.50
# Total requests: 326328
