# Start time 1448925756152
1016,1067.91
2015,1795.39
3016,5655.00
4016,10100.00
5005,8637.01
6005,12363.00
7006,13139.86
8006,14179.00
9006,15189.00
10006,14051.00
11005,13787.79
12006,15205.79
13006,14886.00
14006,14908.00
15006,13394.00
16005,15408.41
17016,12083.09
18016,15553.00
19006,13922.22
20006,14151.00
21006,14920.00
22006,14863.00
23006,15280.00
24005,14377.38
25005,14962.00
26006,14608.39
27016,15779.21
28005,13997.98
29005,14834.00
30006,15310.69
31015,14876.11
32006,14471.24
33006,15075.00
34006,16084.00
35160,9114.38
36006,16359.34
37006,16194.00
38006,16055.00
39016,16091.09
40005,16186.05
41006,16036.96
42006,16019.00
43006,16245.00
44006,15472.00
45006,16491.00
46016,16055.45
47005,16304.35
48005,16616.00
49006,16191.00
50006,16067.00
51006,16536.00
52006,16308.00
53016,16246.53
54005,16950.46
55015,15945.49
56005,10348.84
57005,5450.45
58016,6334.32
59016,309.00
60016,316.00
# End time 1448925816185
# Peak R/S: 16950.46
# Average R/S: 13419.30
# Total requests: 804025
