# Start time 1448929801554
1020,1324.51
2019,5099.20
3023,4345.62
4009,7251.52
5009,10086.00
6009,11806.00
7009,14454.00
8009,15241.00
9009,14991.99
10009,13673.67
11009,13933.00
12009,14509.51
13009,14536.00
14009,15623.00
15009,9825.00
16010,11240.76
17009,11477.48
18009,11628.00
19019,5771.29
20019,4250.00
21019,1817.00
22019,540.00
23019,563.00
24019,593.00
25020,597.40
26019,619.62
27020,623.38
28019,645.65
29020,682.32
30020,694.00
31020,700.00
32019,702.70
33019,701.00
34019,695.00
35019,662.00
36019,679.68
37019,682.00
38020,670.33
39020,630.00
40019,668.67
41019,657.00
42019,623.00
43019,626.00
44019,637.00
45019,610.00
46019,651.00
47019,642.00
48019,682.00
49019,683.00
50019,637.64
51019,666.00
52019,664.00
53019,675.00
54020,648.35
55019,672.67
56019,662.00
57019,612.00
58019,682.68
59020,679.32
60019,669.67
# End time 1448929861589
# Peak R/S: 15623.00
# Average R/S: 3971.91
# Total requests: 238259
