# Start time 1448929035197
1017,1182.89
2016,4843.84
3017,9268.73
4007,10639.39
5016,12976.21
6017,13789.00
7006,14873.61
8016,12956.44
9007,13812.31
10006,13155.16
11007,13637.00
12006,13528.53
13006,11796.00
14006,14775.78
15006,13546.00
16006,11546.00
17016,8766.34
18017,5304.70
19016,4033.03
20017,3800.20
21016,245.25
22017,280.72
23016,276.28
24017,305.69
25017,279.00
26016,255.26
27017,290.71
28017,263.00
29016,296.30
30016,312.31
31016,308.31
32017,290.00
33017,319.00
34017,303.00
35017,325.00
36017,332.00
37017,326.00
38017,349.00
39016,313.31
40017,253.00
41017,281.00
42017,261.00
43017,248.00
44017,196.00
45017,188.00
46017,186.00
47017,141.00
48016,145.15
49017,158.00
50016,150.15
51017,175.82
52017,176.00
53016,171.17
54017,152.85
55017,171.00
56016,170.17
57016,193.19
58017,192.81
59017,200.00
60017,173.00
# End time 1448929095237
# Peak R/S: 14873.61
# Average R/S: 3631.41
# Total requests: 217811
