# Start time 1448925346976
1017,2321.53
2017,0.00
3017,1525.53
4017,757.76
5017,1611.61
6007,646.46
7017,0.00
8017,0.00
9017,0.00
10017,0.00
11017,0.00
12017,0.00
13017,0.00
14017,850.00
15017,1155.00
16017,0.00
17016,0.00
18017,0.00
19017,0.00
20017,0.00
21017,0.00
22017,1.00
23018,1.00
24017,6.01
25017,4.00
26017,8.00
27017,5.00
28017,5.00
29018,10.99
30017,4.00
31017,6.01
32017,10.00
33017,9.00
34017,16.00
35017,20.00
36017,35.00
37017,18.00
38018,19.98
39017,33.03
40017,15.02
41017,12.00
42017,23.00
43017,15.00
44017,19.00
45017,29.00
46018,36.00
47018,26.00
48017,26.03
49017,28.00
50018,23.98
51017,21.02
52017,23.00
53017,20.00
54017,32.00
55017,21.00
56017,21.00
57017,38.00
58017,28.03
59017,23.00
60017,42.00
# End time 1448925407010
# Peak R/S: 2321.53
# Average R/S: 160.03
# Total requests: 9631
