# Start time 1448929458184
1015,1219.70
2015,4409.41
3015,6425.00
4015,8719.00
5015,10044.00
6005,12371.72
7005,12919.00
8005,14665.00
9005,14406.00
10005,16550.00
11004,14395.40
12015,12757.67
13015,14684.00
14015,15277.28
15015,12648.00
16014,11215.22
17005,10609.09
18005,7244.00
19015,4379.21
20015,4224.00
21016,2764.24
22015,557.56
23015,515.00
24015,436.00
25015,409.00
26015,343.00
27015,406.00
28015,345.00
29015,328.00
30015,360.36
31015,352.00
32015,384.00
33015,415.00
34015,417.00
35015,403.00
36015,450.00
37015,382.00
38015,434.00
39015,449.00
40015,434.00
41015,450.00
42015,455.00
43015,437.00
44015,433.00
45015,491.00
46015,454.00
47015,452.00
48014,450.45
49015,468.00
50015,476.00
51015,451.00
52015,447.00
53015,480.00
54015,459.46
55015,450.00
56014,453.45
57014,452.45
58015,441.00
59015,425.00
60014,400.40
# End time 1448929518214
# Peak R/S: 16550.00
# Average R/S: 3812.88
# Total requests: 228700
