# Start time 1448925517619
1013,1943.73
2013,4884.88
3003,7037.41
4013,4445.54
5013,2861.00
6013,3945.00
7018,4268.66
8013,4371.86
9013,1670.00
10013,0.00
11013,0.00
12013,0.00
13013,0.00
14013,0.00
15013,0.00
16013,0.00
17014,0.00
18013,0.00
19014,0.00
20013,0.00
21014,1.00
22013,3.00
23013,8.01
24013,4.00
25013,6.00
26013,8.00
27013,15.00
28013,19.00
29013,13.00
30013,18.00
31013,24.02
32013,39.00
33013,35.00
34013,26.00
35014,27.97
36013,37.04
37013,54.00
38013,56.00
39013,49.00
40013,56.00
41013,66.07
42013,85.00
43013,57.00
44013,48.00
45013,47.00
46013,64.00
47013,63.00
48013,58.00
49013,61.00
50013,53.05
51013,57.00
52013,60.00
53013,57.00
54013,39.04
55013,62.00
56013,70.00
57013,57.00
58013,53.00
59013,56.00
60013,62.06
# End time 1448925577649
# Peak R/S: 7037.41
# Average R/S: 618.37
# Total requests: 37089
