# Start time 1448926507445
1014,1894.48
2014,2417.42
3014,2693.69
4014,4328.00
5014,2638.64
6014,4191.00
7015,3399.60
8005,4402.02
9004,5593.59
10014,2444.00
11014,4407.41
12004,14430.30
13004,13494.00
14004,13048.00
15005,14500.50
16005,14512.00
17014,13109.02
18004,11705.05
19004,13173.00
20004,16391.00
21014,13073.27
22004,10269.70
23004,9231.00
24004,15343.00
25014,15353.47
26014,15968.00
27014,15806.00
28005,15778.00
29004,15019.02
30004,15449.00
31004,15441.00
32005,15935.06
33004,16243.24
34014,15865.35
35004,16259.60
36004,15488.00
37004,16199.00
38004,15771.00
39335,10810.67
40004,15505.23
41004,15778.00
42004,11487.00
43004,13597.00
44004,15809.00
45014,15981.17
46014,16308.00
47014,15900.00
48014,16159.00
49014,15786.00
50014,16041.00
51004,16077.78
52004,15861.00
53004,16538.00
54004,16026.00
55004,16063.06
56005,16430.57
57004,16528.53
58004,16260.00
59004,17051.00
60014,10895.05
# End time 1448926567470
# Peak R/S: 17051.00
# Average R/S: 12802.64
# Total requests: 766562
