# Start time 1448925635932
1013,1082.92
2013,4661.66
3013,5522.00
4003,7456.57
5013,10083.17
6015,12005.99
7013,13463.93
8003,13875.63
9003,14640.00
10004,13456.54
11004,13694.00
12003,13931.93
13003,13581.00
14003,12565.00
15013,9706.64
16004,11797.98
17004,9813.00
18004,6523.00
19013,6823.59
20013,3514.00
21013,3493.00
22013,1655.66
23013,8.00
24014,14.99
25013,24.02
26013,31.00
27013,28.03
28013,47.05
29014,54.95
30013,43.04
31013,56.00
32013,85.00
33014,57.94
34013,76.08
35013,88.00
36013,106.11
37013,97.00
38014,143.00
39013,141.14
40013,136.00
41013,151.00
42013,155.00
43013,140.00
44014,137.86
45013,120.12
46014,146.00
47013,131.13
48013,140.14
49014,142.86
50013,154.15
51014,148.00
52013,159.16
53013,175.18
54013,139.00
55014,137.86
56014,144.00
57013,127.13
58013,155.16
59014,153.85
60013,171.17
# End time 1448925695959
# Peak R/S: 14640.00
# Average R/S: 3458.56
# Total requests: 207421
